queuePosition,priority,priorityReason,slug,title,category,importance,status,articleUrl,taskLibraryUrl,unmetStandardGates,heldStandardGates,unknownStandardGates,nextAction,instructionRevisionReviewed,contributorComplete,articleMapped,articleCatalogGate,articleSemanticCertification,taskExampleEvidence,recordedExecution,acceptedExecution,setupSuccess
117,P1,Known standard gap,convert-instagram-to-professional-account,Convert Instagram to Professional Account,Digital Plumbing,3,needs-work,https://blitzmetrics.com/digital-plumbing,https://local-service-spotlight.github.io/task-library/?task=convert-instagram-to-professional-account#task-convert-instagram-to-professional-account,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
118,P1,Known standard gap,create-collaborative-content-with-industry-peers,Create collaborative content with industry peers,Personal Branding,3,needs-work,https://blitzmetrics.com/personal-brand,https://local-service-spotlight.github.io/task-library/?task=create-collaborative-content-with-industry-peers#task-create-collaborative-content-with-industry-peers,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
119,P1,Known standard gap,create-social-content-from-video-clips,Create social content from video clips,Personal Branding,3,needs-work,https://blitzmetrics.com/personal-brand,https://local-service-spotlight.github.io/task-library/?task=create-social-content-from-video-clips#task-create-social-content-from-video-clips,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
120,P1,Known standard gap,deliver-personal-brand-site-from-request,Deliver a personal-brand site from a request,Personal Branding,3,needs-work,https://blitzmetrics.com/from-one-email-to-a-live-personal-brand-site/,https://local-service-spotlight.github.io/task-library/?task=deliver-personal-brand-site-from-request#task-deliver-personal-brand-site-from-request,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
121,P1,Known standard gap,ensure-site-loads-under-3-seconds-on-mobile,Ensure Site Loads Under 3 Seconds on Mobile,Digital Plumbing,3,needs-work,https://blitzmetrics.com/digital-plumbing,https://local-service-spotlight.github.io/task-library/?task=ensure-site-loads-under-3-seconds-on-mobile#task-ensure-site-loads-under-3-seconds-on-mobile,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
122,P1,Known standard gap,establish-entity-identity,Establish entity identity,Personal Branding,3,needs-work,https://blitzmetrics.com/knowledge-panel,https://local-service-spotlight.github.io/task-library/?task=establish-entity-identity#task-establish-entity-identity,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
123,P1,Known standard gap,generate-backlinks-and-entity-mentions,Generate backlinks and entity mentions,Personal Branding,3,needs-work,https://blitzmetrics.com/personal-brand,https://local-service-spotlight.github.io/task-library/?task=generate-backlinks-and-entity-mentions#task-generate-backlinks-and-entity-mentions,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
124,P1,Known standard gap,get-featured-on-podcasts,Get featured on podcasts,Personal Branding,3,needs-work,https://blitzmetrics.com/personal-brand,https://local-service-spotlight.github.io/task-library/?task=get-featured-on-podcasts#task-get-featured-on-podcasts,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
125,P1,Known standard gap,identify-and-eliminate-orphan-standalone-articles,Identify and eliminate orphan/standalone articles,SEO & Content Architecture,3,needs-work,https://blitzmetrics.com/seo-tree,https://local-service-spotlight.github.io/task-library/?task=identify-and-eliminate-orphan-standalone-articles#task-identify-and-eliminate-orphan-standalone-articles,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
126,P1,Known standard gap,implement-person-schema-with-sameas-links,Implement Person schema with sameAs links,Personal Branding,3,needs-work,https://blitzmetrics.com/personal-brand,https://local-service-spotlight.github.io/task-library/?task=implement-person-schema-with-sameas-links#task-implement-person-schema-with-sameas-links,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
127,P1,Known standard gap,implement-technical-schema-markup,Implement technical schema markup,Personal Branding,3,needs-work,https://blitzmetrics.com/knowledge-panel,https://local-service-spotlight.github.io/task-library/?task=implement-technical-schema-markup#task-implement-technical-schema-markup,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
128,P1,Known standard gap,link-all-content-back-to-personal-brand-site,Link all content back to personal brand site,Personal Branding,3,needs-work,https://blitzmetrics.com/personal-brand,https://local-service-spotlight.github.io/task-library/?task=link-all-content-back-to-personal-brand-site#task-link-all-content-back-to-personal-brand-site,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
129,P1,Known standard gap,manage-group-member-website-request,Manage a group member website request,Personal Branding,3,needs-work,https://blitzmetrics.com/group-website-request-intake/,https://local-service-spotlight.github.io/task-library/?task=manage-group-member-website-request#task-manage-group-member-website-request,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
130,P1,Known standard gap,measure-ai-citations-for-brand,Measure AI citations for a brand,Strategy & Measurement,3,needs-work,https://blitzmetrics.com/how-to-track-if-ai-cites-you/,https://local-service-spotlight.github.io/task-library/?task=measure-ai-citations-for-brand#task-measure-ai-citations-for-brand,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
131,P1,Known standard gap,measure-search-impressions-traffic-inbound-opportunities,"Measure: search impressions, traffic, inbound opportunities",Personal Branding,3,needs-work,https://blitzmetrics.com/knowledge-panel,https://local-service-spotlight.github.io/task-library/?task=measure-search-impressions-traffic-inbound-opportunities#task-measure-search-impressions-traffic-inbound-opportunities,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
132,P1,Known standard gap,publish-seo-tree-site-directory,Publish an SEO Tree site directory,SEO & Content Architecture,3,needs-work,https://blitzmetrics.com/seo-tree-site-directory/,https://local-service-spotlight.github.io/task-library/?task=publish-seo-tree-site-directory#task-publish-seo-tree-site-directory,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
133,P1,Known standard gap,record-one-minute-videos-answering-customer-questions,Record one-minute videos answering customer questions,Personal Branding,3,needs-work,https://blitzmetrics.com/personal-brand,https://local-service-spotlight.github.io/task-library/?task=record-one-minute-videos-answering-customer-questions#task-record-one-minute-videos-answering-customer-questions,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
134,P1,Known standard gap,remove-duplicate-thin-pages,Remove duplicate thin pages,SEO & Content Architecture,3,needs-work,https://blitzmetrics.com/seo-tree,https://local-service-spotlight.github.io/task-library/?task=remove-duplicate-thin-pages#task-remove-duplicate-thin-pages,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
135,P1,Known standard gap,replace-ai-looking-content-with-real-eeat,Replace AI-looking content with real EEAT,SEO & Content Architecture,3,needs-work,https://blitzmetrics.com/seo-tree,https://local-service-spotlight.github.io/task-library/?task=replace-ai-looking-content-with-real-eeat#task-replace-ai-looking-content-with-real-eeat,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
136,P1,Known standard gap,repurpose-videos-into-blog-posts-via-content-factory,Repurpose videos into blog posts via Content Factory,Personal Branding,3,needs-work,https://blitzmetrics.com/personal-brand,https://local-service-spotlight.github.io/task-library/?task=repurpose-videos-into-blog-posts-via-content-factory#task-repurpose-videos-into-blog-posts-via-content-factory,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
137,P1,Known standard gap,run-weekly-client-seo-audits,Run weekly client SEO audits,Website QA Audit,3,needs-work,https://blitzmetrics.com/how-to-run-weekly-ai-agent-seo-audits-across-all-your-clients/,https://local-service-spotlight.github.io/task-library/?task=run-weekly-client-seo-audits#task-run-weekly-client-seo-audits,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
138,P1,Known standard gap,secure-guest-appearances-and-speaking-engagements,Secure guest appearances and speaking engagements,Personal Branding,3,needs-work,https://blitzmetrics.com/personal-brand,https://local-service-spotlight.github.io/task-library/?task=secure-guest-appearances-and-speaking-engagements#task-secure-guest-appearances-and-speaking-engagements,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
139,P1,Known standard gap,set-correct-business-categories,Set Correct Business Categories,Digital Plumbing,3,needs-work,https://blitzmetrics.com/digital-plumbing,https://local-service-spotlight.github.io/task-library/?task=set-correct-business-categories#task-set-correct-business-categories,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
140,P1,Known standard gap,set-up-professional-social-profiles,Set up professional social profiles,Personal Branding,3,needs-work,https://blitzmetrics.com/personal-brand,https://local-service-spotlight.github.io/task-library/?task=set-up-professional-social-profiles#task-set-up-professional-social-profiles,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
141,P1,Known standard gap,update-client-success-tracker,Update a client Success Tracker,Strategy & Measurement,3,needs-work,https://localservicespotlight.com/the-success-tracker-how-ai-apprentices-managing-local-service-clients-stay-organized-and-prove-results/,https://local-service-spotlight.github.io/task-library/?task=update-client-success-tracker#task-update-client-success-tracker,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
142,P1,Known standard gap,upload-real-photos-and-set-business-hours,Upload Real Photos and Set Business Hours,Digital Plumbing,3,needs-work,https://blitzmetrics.com/digital-plumbing,https://local-service-spotlight.github.io/task-library/?task=upload-real-photos-and-set-business-hours#task-upload-real-photos-and-set-business-hours,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
143,P1,Known standard gap,verify-google-business-profile--personal-brand,Verify Google Business Profile,Personal Branding,3,needs-work,https://blitzmetrics.com/personal-brand,https://local-service-spotlight.github.io/task-library/?task=verify-google-business-profile--personal-brand#task-verify-google-business-profile--personal-brand,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
144,P1,Known standard gap,verify-person-schema-with-sameas-links,Verify Person schema with sameAs links,Website QA Audit,3,needs-work,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=verify-person-schema-with-sameas-links#task-verify-person-schema-with-sameas-links,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
145,P1,Known standard gap,write-proper-title-tags-and-meta-descriptions,Write Proper Title Tags and Meta Descriptions,Digital Plumbing,3,needs-work,https://blitzmetrics.com/digital-plumbing,https://local-service-spotlight.github.io/task-library/?task=write-proper-title-tags-and-meta-descriptions#task-write-proper-title-tags-and-meta-descriptions,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
146,P1,Known standard gap,apply-portability-discipline-to-meta-articles,Apply portability discipline to meta-articles,Knowledge System Maintenance,2,needs-work,https://blitzmetrics.com/knowledge-system-maintenance,https://local-service-spotlight.github.io/task-library/?task=apply-portability-discipline-to-meta-articles#task-apply-portability-discipline-to-meta-articles,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
147,P1,Known standard gap,audit-this-maintenance-article-every-6-months,Audit this maintenance article every 6 months,Knowledge System Maintenance,2,needs-work,https://blitzmetrics.com/knowledge-system-maintenance,https://local-service-spotlight.github.io/task-library/?task=audit-this-maintenance-article-every-6-months#task-audit-this-maintenance-article-every-6-months,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
148,P1,Known standard gap,build-and-maintain-ai-knowledge-base,Build and maintain an AI knowledge base,Knowledge System Maintenance,2,needs-work,https://blitzmetrics.com/how-to-build-use-publish-ai-knowledge-base/,https://local-service-spotlight.github.io/task-library/?task=build-and-maintain-ai-knowledge-base#task-build-and-maintain-ai-knowledge-base,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
149,P1,Known standard gap,check-favicon-is-set,Check favicon is set,Website QA Audit,2,needs-work,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=check-favicon-is-set#task-check-favicon-is-set,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
150,P1,Known standard gap,check-information-currency-with-latest-data,Check information currency with latest data,Knowledge System Maintenance,2,needs-work,https://blitzmetrics.com/knowledge-system-maintenance,https://local-service-spotlight.github.io/task-library/?task=check-information-currency-with-latest-data#task-check-information-currency-with-latest-data,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
151,P1,Known standard gap,configure-and-verify-recurring-agent-job,Configure and verify a recurring agent job,Knowledge System Maintenance,2,needs-work,https://blitzmetrics.com/persistent-agents/,https://local-service-spotlight.github.io/task-library/?task=configure-and-verify-recurring-agent-job#task-configure-and-verify-recurring-agent-job,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
152,P1,Known standard gap,coordinate-agents-with-shared-memory,Coordinate agents with shared memory,Knowledge System Maintenance,2,needs-work,https://blitzmetrics.com/set-up-cross-agent-shared-memory/,https://local-service-spotlight.github.io/task-library/?task=coordinate-agents-with-shared-memory#task-coordinate-agents-with-shared-memory,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
153,P1,Known standard gap,document-a-task,Document a task,Knowledge System Maintenance,2,needs-work,https://blitzmetrics.com/how-to-document-a-task/,https://local-service-spotlight.github.io/task-library/?task=document-a-task#task-document-a-task,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
154,P1,Known standard gap,ensure-nap-consistency-across-platforms,Ensure NAP Consistency Across Platforms,Digital Plumbing,2,needs-work,https://blitzmetrics.com/digital-plumbing,https://local-service-spotlight.github.io/task-library/?task=ensure-nap-consistency-across-platforms#task-ensure-nap-consistency-across-platforms,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
155,P1,Known standard gap,generate-knowledge-capture-note-within-24-hours,Generate Knowledge Capture Note within 24 hours,Knowledge System Maintenance,2,needs-work,https://blitzmetrics.com/knowledge-system-maintenance,https://local-service-spotlight.github.io/task-library/?task=generate-knowledge-capture-note-within-24-hours#task-generate-knowledge-capture-note-within-24-hours,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
156,P1,Known standard gap,install-canonical-skill-packs,Install the canonical skill packs,Knowledge System Maintenance,2,needs-work,https://localservicespotlight.com/install/,https://local-service-spotlight.github.io/task-library/?task=install-canonical-skill-packs#task-install-canonical-skill-packs,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
157,P1,Known standard gap,install-local-qwen,Install local Qwen,Knowledge System Maintenance,2,needs-work,https://blitzmetrics.com/install-local-qwen/,https://local-service-spotlight.github.io/task-library/?task=install-local-qwen#task-install-local-qwen,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
158,P1,Known standard gap,onboard-agent-for-first-scoped-task,Onboard an agent for its first scoped task,Knowledge System Maintenance,2,needs-work,https://blitzmetrics.com/new-agents-start-here/,https://local-service-spotlight.github.io/task-library/?task=onboard-agent-for-first-scoped-task#task-onboard-agent-for-first-scoped-task,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
159,P1,Known standard gap,publish-skill-and-task-page,Publish a skill and its task page,Knowledge System Maintenance,2,needs-work,https://blitzmetrics.com/skill-publishing-standard/,https://local-service-spotlight.github.io/task-library/?task=publish-skill-and-task-page#task-publish-skill-and-task-page,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
160,P1,Known standard gap,reply-with-task-status-in-origin-thread,Reply with task status in the original thread,Knowledge System Maintenance,2,needs-work,https://blitzmetrics.com/always-reply/,https://local-service-spotlight.github.io/task-library/?task=reply-with-task-status-in-origin-thread#task-reply-with-task-status-in-origin-thread,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
161,P1,Known standard gap,review-existing-sops-for-portability-compliance,Review existing task guides for portability compliance,Knowledge System Maintenance,2,needs-work,https://blitzmetrics.com/knowledge-system-maintenance,https://local-service-spotlight.github.io/task-library/?task=review-existing-sops-for-portability-compliance#task-review-existing-sops-for-portability-compliance,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
162,P1,Known standard gap,review-past-6-months-of-sop-amendment-proposals-for-patterns,Review past 6 months of task guide Amendment Proposals for patterns,Knowledge System Maintenance,2,needs-work,https://blitzmetrics.com/knowledge-system-maintenance,https://local-service-spotlight.github.io/task-library/?task=review-past-6-months-of-sop-amendment-proposals-for-patterns#task-review-past-6-months-of-sop-amendment-proposals-for-patterns,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
163,P1,Known standard gap,route-notes-to-sop-update-protocol-or-directly-to-articles,Route notes to task guide Update Protocol or directly to articles,Knowledge System Maintenance,2,needs-work,https://blitzmetrics.com/knowledge-system-maintenance,https://local-service-spotlight.github.io/task-library/?task=route-notes-to-sop-update-protocol-or-directly-to-articles#task-route-notes-to-sop-update-protocol-or-directly-to-articles,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
164,P1,Known standard gap,senior-team-member-reviews-weekly,Senior team member reviews weekly,Knowledge System Maintenance,2,needs-work,https://blitzmetrics.com/knowledge-system-maintenance,https://local-service-spotlight.github.io/task-library/?task=senior-team-member-reviews-weekly#task-senior-team-member-reviews-weekly,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
165,P1,Known standard gap,separate-methodology-layer-what-why-from-implementation-layer-how,Separate methodology layer (what/why) from implementation layer (how),Knowledge System Maintenance,2,needs-work,https://blitzmetrics.com/knowledge-system-maintenance,https://local-service-spotlight.github.io/task-library/?task=separate-methodology-layer-what-why-from-implementation-layer-how#task-separate-methodology-layer-what-why-from-implementation-layer-how,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
166,P1,Known standard gap,set-up-business-ai-work-environment,Set up a business AI work environment,Knowledge System Maintenance,2,needs-work,https://blitzmetrics.com/start/,https://local-service-spotlight.github.io/task-library/?task=set-up-business-ai-work-environment#task-set-up-business-ai-work-environment,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
167,P1,Known standard gap,set-up-special-project-workspace,Set up a Special Project workspace,Knowledge System Maintenance,2,needs-work,https://blitzmetrics.com/special-project/,https://local-service-spotlight.github.io/task-library/?task=set-up-special-project-workspace#task-set-up-special-project-workspace,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
168,P1,Known standard gap,tag-proposal-with-affected-sop-and-queue-for-review,Tag proposal with affected task guide and queue for review,Knowledge System Maintenance,2,needs-work,https://blitzmetrics.com/knowledge-system-maintenance,https://local-service-spotlight.github.io/task-library/?task=tag-proposal-with-affected-sop-and-queue-for-review#task-tag-proposal-with-affected-sop-and-queue-for-review,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
169,P1,Known standard gap,update-status-table-in-definitive-article-guide,Update status table in Definitive Article Guide,Knowledge System Maintenance,2,needs-work,https://blitzmetrics.com/knowledge-system-maintenance,https://local-service-spotlight.github.io/task-library/?task=update-status-table-in-definitive-article-guide#task-update-status-table-in-definitive-article-guide,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
170,P1,Known standard gap,validate-cross-reference-integrity-across-articles,Validate cross-reference integrity across articles,Knowledge System Maintenance,2,needs-work,https://blitzmetrics.com/knowledge-system-maintenance,https://local-service-spotlight.github.io/task-library/?task=validate-cross-reference-integrity-across-articles#task-validate-cross-reference-integrity-across-articles,contributorComplete;articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,The contributor status is needs-work; finish and review the guide.,pass,unmet,pass,unmet,unknown,unknown,unknown,unknown,unknown
171,P1,Known standard gap,analyze-cost-per-result-and-engagement,Analyze cost per result and engagement,Dollar a Day Campaigns,5,complete,https://blitzmetrics.com/dad,https://local-service-spotlight.github.io/task-library/?task=analyze-cost-per-result-and-engagement#task-analyze-cost-per-result-and-engagement,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
